date,year,location,tmax,tmin,af,rain,sun
2015-11-01,2015,Nairn,10.1,3.6,2,72.4,59.3
2015-12-01,2015,Nairn,9.6,3.2,6,105.2,47.5
2016-01-01,2016,Nairn,6.7,1.2,14,77.2,45.5
2016-02-01,2016,Nairn,6.6,-0.4,13,67.5,74.4
2016-03-01,2016,Nairn,9.9,2.3,8,36.4,119.1
2016-04-01,2016,Nairn,9.9,2.5,4,59.2,142
2016-05-01,2016,Nairn,14.7,7.1,0,32.8,195.6
2016-06-01,2016,Nairn,16.2,9.7,0,54.2,140.2
2016-07-01,2016,Nairn,18.3,11.1,0,63.5,122
2016-08-01,2016,Nairn,18.7,10.6,0,63.9,195.9
2016-09-01,2016,Nairn,17.9,10.3,0,63.1,131.5
2016-10-01,2016,Nairn,13.7,4.5,4,24.6,131.4
2016-11-01,2016,Nairn,8,0.8,8,27.7,76.7
2016-12-01,2016,Nairn,10.4,3.2,4,73.8,38.7
1990-01-01,1990,Tiree,8.8,4,2,168.2,29.3
1990-02-01,1990,Tiree,8.1,3.1,2,246.3,45.9
1990-03-01,1990,Tiree,9.5,5.2,2,155.8,62.2
1990-04-01,1990,Tiree,10.1,4.2,2,115.6,175.1
1990-05-01,1990,Tiree,13.8,7.2,0,33.7,272.5
1990-06-01,1990,Tiree,14.6,9.4,0,102.4,199.3
1990-07-01,1990,Tiree,16.5,11.4,0,70.6,205.1
1990-08-01,1990,Tiree,16.3,11.6,0,109.6,132.1
1990-09-01,1990,Tiree,14,9,0,135,107.3
1990-10-01,1990,Tiree,12.7,8.4,0,170.5,78.6
1990-11-01,1990,Tiree,9.5,5.3,0,77.8,62.7
1990-12-01,1990,Tiree,8.3,3.4,3,133.6,26.5
1991-01-01,1991,Tiree,7.2,3.2,1,115.9,51.2
1991-02-01,1991,Tiree,6.5,1.6,9,87.2,95.8
1991-03-01,1991,Tiree,9.4,4.8,0,119.7,92.4
1991-04-01,1991,Tiree,10,5.3,0,114.6,169.9
1991-05-01,1991,Tiree,12.2,7.8,0,37.2,175.6
1991-06-01,1991,Tiree,13.3,8.1,0,82.5,216.6
1991-07-01,1991,Tiree,18.1,12.4,0,83.7,197
1991-08-01,1991,Tiree,16.8,12.5,0,70.4,157
1991-09-01,1991,Tiree,15.4,9.9,0,109.5,171.8
1991-10-01,1991,Tiree,11.9,7.6,0,144.9,65.5
1991-11-01,1991,Tiree,9.5,5,0,200.2,42
1991-12-01,1991,Tiree,9.3,5.5,1,115.9,6.9
1992-01-01,1992,Tiree,8.5,4.9,1,84.9,21.7
1992-02-01,1992,Tiree,8.8,4.8,0,151.1,52.1
1992-03-01,1992,Tiree,8.9,4.6,0,150.5,60.9
1992-04-01,1992,Tiree,9.7,5.5,0,122.1,109.7
1992-05-01,1992,Tiree,14.7,7.9,0,48.2,255.7
1992-06-01,1992,Tiree,16.2,10.6,0,32.7,200.4
1992-07-01,1992,Tiree,15.8,11,0,90.5,127
1992-08-01,1992,Tiree,15.4,10.7,0,185.8,164.2
1992-09-01,1992,Tiree,13.9,8.7,0,145.8,103.6
1992-10-01,1992,Tiree,10.5,5.9,0,107.2,74.8
1992-11-01,1992,Tiree,9.2,4.7,0,210,35.5
1992-12-01,1992,Tiree,7.5,4,1,114.7,17.4
1993-01-01,1993,Tiree,8,3,2,258.7,22.6
1993-02-01,1993,Tiree,8.3,5.6,0,65.9,27.5
1993-03-01,1993,Tiree,8.7,4.2,3,85.5,91.2
1993-04-01,1993,Tiree,10.5,5.8,0,154.9,147.3
1993-05-01,1993,Tiree,13,7,0,51.6,215.3
1993-06-01,1993,Tiree,14.5,10,0,92.3,143.2
1993-07-01,1993,Tiree,14.5,10.2,0,87.1,126.2
1993-08-01,1993,Tiree,15,10,0,65,151.8
1993-09-01,1993,Tiree,14.8,9,0,63.4,161.4
1993-10-01,1993,Tiree,11,5.9,0,45.2,108.3
1993-11-01,1993,Tiree,9.2,5.3,0,96.1,54
1993-12-01,1993,Tiree,7.3,2.8,4,208.8,34.5
1994-01-01,1994,Tiree,7.6,2.7,0,179.7,31.2
1994-02-01,1994,Tiree,6.1,2.3,2,70.7,40.3
1994-03-01,1994,Tiree,8.3,3.3,1,142.7,92.3
1994-04-01,1994,Tiree,9.7,4.4,0,107.4,164.4
1994-05-01,1994,Tiree,13.3,6.3,0,40.6,268.5
1994-06-01,1994,Tiree,13.5,9,0,112.4,120.7
1994-07-01,1994,Tiree,16.6,11.4,0,83.3,142.4
1994-08-01,1994,Tiree,15.9,10.5,0,72.5,179.4
1994-09-01,1994,Tiree,14.5,9.4,0,98.4,143.5
1994-10-01,1994,Tiree,12.4,7.9,0,104.8,75.8
1994-11-01,1994,Tiree,11.8,8.6,0,133.3,41
1994-12-01,1994,Tiree,9.2,4.4,0,205,25.8
1995-01-01,1995,Tiree,7.6,2.7,3,182.8,38.5
1995-02-01,1995,Tiree,7.7,3,2,144.6,75.1
1995-03-01,1995,Tiree,7.4,2.2,4,154.3,88
1995-04-01,1995,Tiree,10.2,4.9,0,41.1,132.7
1995-05-01,1995,Tiree,12,6.8,0,64.9,214.5
1995-06-01,1995,Tiree,15.1,9.3,0,28.2,248
1995-07-01,1995,Tiree,17.3,12,0,90.4,173.4
1995-08-01,1995,Tiree,18.4,12.8,0,33.8,238.6
1995-09-01,1995,Tiree,15.4,9.8,0,86.3,176.2
1995-10-01,1995,Tiree,14.1,9.5,0,195,87.8
1995-11-01,1995,Tiree,10.9,6.4,0,103.3,58.8
1995-12-01,1995,Tiree,6.6,1.9,8,44.1,61
1996-01-01,1996,Tiree,8.1,4.8,3,88.7,34.3
1996-02-01,1996,Tiree,7.4,1.7,6,129.3,97
1996-03-01,1996,Tiree,7.6,3.3,2,50.4,94.3
1996-04-01,1996,Tiree,10,5.7,0,100.3,143.2
1996-05-01,1996,Tiree,11.1,5.1,0,57.6,284.2
1996-06-01,1996,Tiree,14.3,9.4,0,73.4,218.8
1996-07-01,1996,Tiree,15.3,10.6,0,75.5,153.7
1996-08-01,1996,Tiree,15.9,11.5,0,129.1,142.1
1996-09-01,1996,Tiree,15.8,10.6,0,56,165.9
1996-10-01,1996,Tiree,12.9,8.6,0,247,66.9
1996-11-01,1996,Tiree,8.9,3.7,3,183.9,65.1
1996-12-01,1996,Tiree,7.3,3.1,7,68.3,62.4
1997-01-01,1997,Tiree,7.2,2.6,7,44.4,40.6
1997-02-01,1997,Tiree,8.6,2.9,0,201.9,56.7
1997-03-01,1997,Tiree,9.9,5.7,0,88.9,108.1
1997-04-01,1997,Tiree,11,6.4,0,54.9,129.1
1997-05-01,1997,Tiree,13.4,7,0,52.5,240.3
1997-06-01,1997,Tiree,14.6,9.4,0,22.9,246.1
1997-07-01,1997,Tiree,16.8,11.6,0,74.8,175.6
1997-08-01,1997,Tiree,18.2,12.6,0,97.4,223.8
1997-09-01,1997,Tiree,15.4,9.9,0,106.1,148
1997-10-01,1997,Tiree,12.9,8,0,80.9,112.7
1997-11-01,1997,Tiree,11.3,7.5,0,113.7,38.9
1997-12-01,1997,Tiree,9.5,5.2,1,166.4,36.3
1998-01-01,1998,Tiree,8.5,3.9,1,207.5,24
1998-02-01,1998,Tiree,9.9,6.4,0,124.1,35.3
1998-03-01,1998,Tiree,9.5,5.1,2,91.2,61.8
1998-04-01,1998,Tiree,9.8,4.2,1,43.8,210.3
1998-05-01,1998,Tiree,13.1,7.9,0,38.3,188.3
1998-06-01,1998,Tiree,14.2,8.8,0,71,234.5
1998-07-01,1998,Tiree,15.2,10.8,0,114.2,147
1998-08-01,1998,Tiree,15.7,11.2,0,138.8,124.9
1998-09-01,1998,Tiree,15.9,10.4,0,35.1,138.2
1998-10-01,1998,Tiree,12.1,6.9,0,187.7,121.2
1998-11-01,1998,Tiree,9.9,5,1,137.9,58
1998-12-01,1998,Tiree,9.4,5.1,0,156.6,26.3
1999-01-01,1999,Tiree,8.1,3.4,2,173.5,40.7
1999-02-01,1999,Tiree,7.5,3.3,4,89,68.8
1999-03-01,1999,Tiree,8.9,4.3,0,94,140.6
1999-04-01,1999,Tiree,10.7,5.7,2,79,162.6
1999-05-01,1999,Tiree,13.4,7.7,0,50.1,225.1
1999-06-01,1999,Tiree,13.7,8.8,0,88,194.6
1999-07-01,1999,Tiree,16.2,11.3,0,68,191.9
1999-08-01,1999,Tiree,17.2,10.8,0,78.4,197.4
1999-09-01,1999,Tiree,15.6,11,0,157.2,101.9
1999-10-01,1999,Tiree,13.1,9.1,0,103.6,81.3
1999-11-01,1999,Tiree,10.4,6.2,0,172.7,43
1999-12-01,1999,Tiree,7.4,3.2,0,259.6,38.6
2000-01-01,2000,Tiree,8.4,4.3,0,124.8,43.5
2000-02-01,2000,Tiree,8.4,3.6,2,158,68.2
2000-03-01,2000,Tiree,9.3,5.2,1,77,83.9
2000-04-01,2000,Tiree,9.6,4.6,0,50.8,183.6
2000-05-01,2000,Tiree,13.4,7.3,0,43.4,313.2
2000-06-01,2000,Tiree,14.1,9.3,0,62.2,207.7
2000-07-01,2000,Tiree,16.6,11.1,0,20.4,227.3
2000-08-01,2000,Tiree,17,11.5,0,87.6,206.6
2000-09-01,2000,Tiree,15.6,10.6,0,137.2,128
2000-10-01,2000,Tiree,12.4,8.1,0,226.4,89.3
2000-11-01,2000,Tiree,9.5,5.2,0,128,59.8
2000-12-01,2000,Tiree,8,4.5,5,165.6,47.5
2001-01-01,2001,Tiree,6.9,3.3,3,109.6,60.3
2001-02-01,2001,Tiree,7.1,3.1,4,60.5,95.6
2001-03-01,2001,Tiree,8,2.4,8,30.2,178.1
2001-04-01,2001,Tiree,9.9,4.3,0,31.6,182.4
2001-05-01,2001,Tiree,14,7.6,0,22.6,220.7
2001-06-01,2001,Tiree,13.7,8.8,0,61.8,161.8
2001-07-01,2001,Tiree,15.5,10.8,0,63,159.5
2001-08-01,2001,Tiree,16.6,11.3,0,95.6,168.3
2001-09-01,2001,Tiree,14.9,10,0,88.2,149.6
2001-10-01,2001,Tiree,14.1,10.4,0,183.8,71.5
2001-11-01,2001,Tiree,11,6.4,0,145.2,19.9
2001-12-01,2001,Tiree,8.6,4,2,89.6,50.8
2002-01-01,2002,Tiree,9.5,5.5,1,155,25.6
2002-02-01,2002,Tiree,8.6,3.9,1,187.2,52.5
2002-03-01,2002,Tiree,9.4,4.9,0,82,110
2002-04-01,2002,Tiree,10.8,6.2,0,100.4,159.7
2002-05-01,2002,Tiree,13.2,7.9,0,91.8,198.9
2002-06-01,2002,Tiree,14.5,10.3,0,135.8,156.9
2002-07-01,2002,Tiree,15.3,10.8,0,100.2,158.2
2002-08-01,2002,Tiree,16.8,11.7,0,36,133.8
2002-09-01,2002,Tiree,16,10.6,0,80,NA
2002-10-01,2002,Tiree,11.6,7.1,0,118.8,67.9
2002-11-01,2002,Tiree,10.8,7.2,1,136.8,40.6
2002-12-01,2002,Tiree,8.2,4.5,1,52,32.1
2003-01-01,2003,Tiree,7.8,3.3,7,100.8,50.7
2003-02-01,2003,Tiree,7.7,4,3,55.6,78.3
2003-03-01,2003,Tiree,9.8,5.3,0,78,144.2
2003-04-01,2003,Tiree,12.2,6.4,0,52,194.2
2003-05-01,2003,Tiree,12.5,7.4,0,85.6,175.2
2003-06-01,2003,Tiree,15.4,10.6,0,69,168.8
2003-07-01,2003,Tiree,17.4,12.5,0,75,123.3
2003-08-01,2003,Tiree,17.7,12,0,33.6,185.5
2003-09-01,2003,Tiree,15.5,9.7,0,92.2,121.9
2003-10-01,2003,Tiree,11.9,7,0,58,116.8
2003-11-01,2003,Tiree,10.9,6.7,0,183.6,54.1
2003-12-01,2003,Tiree,8.8,4.3,2,123.6,25.4
2004-01-01,2004,Tiree,8.5,4.3,1,140.6,34.9
2004-02-01,2004,Tiree,8.1,3.1,4,54,NA
2004-03-01,2004,Tiree,9.4,4.6,0,86.2,150.3
2004-04-01,2004,Tiree,11,6.6,0,79.6,161
2004-05-01,2004,Tiree,13.1,7.7,0,34.6,227.2
2004-06-01,2004,Tiree,14.9,10.2,0,68.2,140.5
2004-07-01,2004,Tiree,16.1,10.8,0,75.2,190.8
2004-08-01,2004,Tiree,18.1,12.5,0,122.2,163.9
2004-09-01,2004,Tiree,15.4,10.9,0,192.8,108.7
2004-10-01,2004,Tiree,12.6,5.7,0,143.3,77.3
2004-11-01,2004,Tiree,10.6,7.2,0,93.6,24.2
2004-12-01,2004,Tiree,9.7,5.1,1,145.8,31.4
2005-01-01,2005,Tiree,9.2,4.7,2,148.3,29.6
2005-02-01,2005,Tiree,7.7,3,5,71,78.3
2005-03-01,2005,Tiree,10,5.3,0,83.6,111.1
2005-04-01,2005,Tiree,11.2,5.6,1,109.2,167.7
2005-05-01,2005,Tiree,12.3,6.8,0,86,220.4
2005-06-01,2005,Tiree,15.3,10.6,0,85.8,147.1
2005-07-01,2005,Tiree,16.2,11.3,0,39.2,186.2
2005-08-01,2005,Tiree,16.4,11.8,0,119,153.4
2005-09-01,2005,Tiree,15.8,11.1,0,140,107.8
2005-10-01,2005,Tiree,13.7,9.7,0,126,46.5
2005-11-01,2005,Tiree,10.3,5.6,0,109.8,52.3
2005-12-01,2005,Tiree,9.1,4.8,2,111.4,31.5
2006-01-01,2006,Tiree,8.5,4.8,0,76.6,38.1
2006-02-01,2006,Tiree,8.3,3.5,4,59,88.5
2006-03-01,2006,Tiree,7.9,2.6,8,114.4,99.6
2006-04-01,2006,Tiree,10,4.9,1,81.2,175.7
2006-05-01,2006,Tiree,12.8,7.2,0,98.8,238.2
2006-06-01,2006,Tiree,15.2,10.1,0,69,190.5
2006-07-01,2006,Tiree,17.7,12.6,0,82.2,167.8
2006-08-01,2006,Tiree,16.4,11.7,0,65.6,101.6
2006-09-01,2006,Tiree,16.4,12.1,0,123.2,113.7
2006-10-01,2006,Tiree,14.1,10.1,0,184.6,78.4
2006-11-01,2006,Tiree,10.7,6.3,0,136.4,32.8
2006-12-01,2006,Tiree,9.5,5.7,0,178,20.4
2007-01-01,2007,Tiree,9.4,4.8,1,144.3,NA
2007-02-01,2007,Tiree,8.4,4.6,2,106,68
2007-03-01,2007,Tiree,9.3,4.3,1,76.6,149.7
2007-04-01,2007,Tiree,12.3,6.8,0,46.8,178.6
2007-05-01,2007,Tiree,12.8,7.2,0,69.8,244.9
2007-06-01,2007,Tiree,16.1,10.3,0,63.6,239.7
2007-07-01,2007,Tiree,16.2,11,0,57.4,156.3
2007-08-01,2007,Tiree,15.7,11,0,114,125.1
2007-09-01,2007,Tiree,14.7,9.8,0,66.4,101.9
2007-10-01,2007,Tiree,13.8,9.9,0,117.6,86.2
2007-11-01,2007,Tiree,10.9,6.9,0,98,28.6
2007-12-01,2007,Tiree,9.4,5.1,0,100.4,30.2
2008-01-01,2008,Tiree,8.5,3.4,3,161.7,29.8
2008-02-01,2008,Tiree,9,4.4,0,109.9,82.1
2008-03-01,2008,Tiree,8.5,3.6,1,126.2,138.5
2008-04-01,2008,Tiree,10.4,4.8,0,64.4,234.1
2008-05-01,2008,Tiree,15.3,8.9,0,33.8,265.7
2008-06-01,2008,Tiree,14.8,9.2,0,109.4,194.9
2008-07-01,2008,Tiree,17,11.4,0,82.8,157.9
2008-08-01,2008,Tiree,16.6,12.1,0,107.6,115.6
2008-09-01,2008,Tiree,15.1,10.2,0,79.4,124.4
2008-10-01,2008,Tiree,12,6.7,1,179.6,94.5
2008-11-01,2008,Tiree,9.7,5.7,2,117.2,29.1
2008-12-01,2008,Tiree,8,3.1,4,123.6,37
2009-01-01,2009,Tiree,7.9,3.4,3,151.8,41.9
2009-02-01,2009,Tiree,7.8,3.9,4,47.6,56.3
2009-03-01,2009,Tiree,9.3,4.3,1,88.3,124
2009-04-01,2009,Tiree,11.7,6.6,0,111.4,181.6
2009-05-01,2009,Tiree,13.3,7.3,0,94,212.3
2009-06-01,2009,Tiree,16.2,9.9,0,46.8,283.8
2009-07-01,2009,Tiree,16.8,11.6,0,101.2,222.6
2009-08-01,2009,Tiree,16.2,11.9,0,206.4,134.6
2009-09-01,2009,Tiree,15.1,10.9,0,72.4,92.2
2009-10-01,2009,Tiree,13.3,9.1,0,164.2,80.7
2009-11-01,2009,Tiree,10.2,5.9,0,239.8,39.4
2009-12-01,2009,Tiree,7.3,2.6,9,97.6,48.5
2010-01-01,2010,Tiree,6.3,1.4,11,72.8,54.1
2010-02-01,2010,Tiree,6.1,0.9,8,74.2,80.3
2010-03-01,2010,Tiree,8.7,3.3,3,53.9,121.1
2010-04-01,2010,Tiree,10.6,5.1,1,57,170.7
2010-05-01,2010,Tiree,12.3,6.8,0,51.8,218.4
2010-06-01,2010,Tiree,16,10.4,0,30.4,193.2
2010-07-01,2010,Tiree,16.1,11.4,0,129,137.3
2010-08-01,2010,Tiree,16,10.9,0,98.6,170.6
2010-09-01,2010,Tiree,15.2,11.3,0,108.2,112.5
2010-10-01,2010,Tiree,13.3,7.9,0,123.6,114.7
2010-11-01,2010,Tiree,8.4,3.2,2,140.4,64.6
2010-12-01,2010,Tiree,5.7,0.3,15,49,75.2
2011-01-01,2011,Tiree,7.8,3.2,4,100,65.8
2011-02-01,2011,Tiree,8.3,3.8,0,124,70.6
2011-03-01,2011,Tiree,9.1,5,0,63.8,103
2011-04-01,2011,Tiree,12.7,7.1,0,80.2,184.9
2011-05-01,2011,Tiree,13.1,7.9,0,158.2,116.1
2011-06-01,2011,Tiree,14.3,8.8,0,84.4,196.9
2011-07-01,2011,Tiree,15.8,10.4,0,50.8,215.7
2011-08-01,2011,Tiree,15.7,10.4,0,123.2,130.5
2011-09-01,2011,Tiree,15.1,10.8,0,165,109.2
2011-10-01,2011,Tiree,12.9,9,0,176.4,55.9
2011-11-01,2011,Tiree,11.9,8,0,121.6,66.8
2011-12-01,2011,Tiree,8.5,3.5,0,262.2,20.9
2012-01-01,2012,Tiree,8.2,4.5,0,137.8,33.9
2012-02-01,2012,Tiree,8.8,5.5,0,133.2,34.4
2012-03-01,2012,Tiree,10.5,6.5,0,43.4,118.1
2012-04-01,2012,Tiree,10.2,4.1,1,51.4,237.1
2012-05-01,2012,Tiree,13.5,6.9,0,56.6,272.7
2012-06-01,2012,Tiree,14.5,8.9,0,82.2,156.4
2012-07-01,2012,Tiree,15.5,10.3,0,82.8,158.5
2012-08-01,2012,Tiree,17.1,11.7,0,62.8,181.1
2012-09-01,2012,Tiree,14.2,9.7,0,98,107.8
2012-10-01,2012,Tiree,11.6,5.7,1,102.8,122.1
2012-11-01,2012,Tiree,9.4,5.2,0,163,50.8
2012-12-01,2012,Tiree,8,3.5,2,177.8,47.5
2013-01-01,2013,Tiree,7.5,4.5,0,140.4,30.6
2013-02-01,2013,Tiree,6.9,2.9,3,72,81.5
2013-03-01,2013,Tiree,7,1.9,5,25,138.6
2013-04-01,2013,Tiree,9.5,3.4,4,97.4,237.6
2013-05-01,2013,Tiree,11.8,6.3,0,92.4,179.2
2013-06-01,2013,Tiree,15.1,9.1,0,58.6,208.5
2013-07-01,2013,Tiree,17.7,11.9,0,48,182.3
2013-08-01,2013,Tiree,16.5,11.6,0,102.6,126.2
2013-09-01,2013,Tiree,15.1,10.4,0,109.7,92.6
2013-10-01,2013,Tiree,13.2,8.8,0,118,86.7
2013-11-01,2013,Tiree,9.7,4.9,0,126.8,56.1
2013-12-01,2013,Tiree,9.5,5.3,0,219.4,21
2014-01-01,2014,Tiree,7.9,4.4,0,187.4,37.2
2014-02-01,2014,Tiree,7.9,3.8,0,206,60.2
2014-03-01,2014,Tiree,9.4,4.9,0,100.6,110.6
2014-04-01,2014,Tiree,12.1,6.8,0,48,186.6
2014-05-01,2014,Tiree,13.3,8.3,0,110,149.5
2014-06-01,2014,Tiree,15.7,11.1,0,47.4,163.7
2014-07-01,2014,Tiree,17.7,12.2,0,118.2,205
2014-08-01,2014,Tiree,16,11,0,100.6,180.2
2014-09-01,2014,Tiree,16.1,10.9,0,27,139.7
2014-10-01,2014,Tiree,13.3,8.1,0,250.4,94.6
2014-11-01,2014,Tiree,11.4,7.1,0,128.4,47.7
2014-12-01,2014,Tiree,8.7,3.8,0,186.8,28
2015-01-01,2015,Tiree,7.6,2.6,3,177.6,30.8
2015-02-01,2015,Tiree,7.6,2.8,0,96.4,49.8
2015-03-01,2015,Tiree,8.8,3.8,0,140.6,115.9
2015-04-01,2015,Tiree,10.4,4.5,1,60.6,199.7
2015-05-01,2015,Tiree,11.3,6.3,0,123.4,195.8
2015-06-01,2015,Tiree,13.2,8.7,0,68.8,139.9
2015-07-01,2015,Tiree,15.1,9.9,0,165.8,66.1
2015-08-01,2015,Tiree,15.9,10.9,0,74.7,156.9
2015-09-01,2015,Tiree,14.7,10.3,0,40.9,127.6
2015-10-01,2015,Tiree,13.5,8.6,0,73.8,97.3
2015-11-01,2015,Tiree,10.7,6.4,0,189.6,30.6
2015-12-01,2015,Tiree,9.8,5.1,0,268.6,14.1
2016-01-01,2016,Tiree,8,4,1,186.2,17.8
2016-02-01,2016,Tiree,7.4,2.5,2,153.6,87.1
2016-03-01,2016,Tiree,8.9,4.4,0,92.4,103.9
2016-04-01,2016,Tiree,9.5,4,0,77.4,199
2016-05-01,2016,Tiree,14.3,7.6,0,60.2,269
2016-06-01,2016,Tiree,16,10.8,0,54.8,196
2016-07-01,2016,Tiree,15.7,11,0,144.8,119.5
2016-08-01,2016,Tiree,16.7,12.1,0,124.4,145
2016-09-01,2016,Tiree,15.8,11.4,0,137.4,75.6
2016-10-01,2016,Tiree,13.4,9,0,37.4,98.4
2016-11-01,2016,Tiree,9.7,4.6,2,117,50.8
2016-12-01,2016,Tiree,10.4,6.1,0,131.4,18
